,Date,Price
2140,2011-02-11,3.910000085830689
2141,2011-02-14,3.924999952316284
2142,2011-02-15,3.9760000705718994
2143,2011-02-16,3.921000003814697
2144,2011-02-17,3.868000030517578
2145,2011-02-18,3.875999927520752
2146,2011-02-22,3.867000102996826
2147,2011-02-23,3.900000095367432
2148,2011-02-24,3.7929999828338623
2149,2011-02-25,4.005000114440918
2150,2011-02-28,4.037000179290772
2151,2011-03-01,3.872999906539917
2152,2011-03-02,3.818000078201294
2153,2011-03-03,3.7780001163482666
2154,2011-03-04,3.809000015258789
2155,2011-03-07,3.927000045776367
2156,2011-03-08,3.864000082015991
2157,2011-03-09,3.930000066757202
2158,2011-03-10,3.829999923706055
2159,2011-03-11,3.888999938964844
2160,2011-03-14,3.9140000343322754
2161,2011-03-15,3.940999984741211
2162,2011-03-16,3.937999963760376
2163,2011-03-17,4.1579999923706055
2164,2011-03-18,4.168000221252441
2165,2011-03-21,4.160999774932861
2166,2011-03-22,4.254000186920166
2167,2011-03-23,4.335000038146973
2168,2011-03-24,4.24399995803833
2169,2011-03-25,4.402999877929688
2170,2011-03-28,4.374000072479248
2171,2011-03-29,4.239999771118164
2172,2011-03-30,4.355000019073486
2173,2011-03-31,4.388999938964844
2174,2011-04-01,4.361999988555908
2175,2011-04-04,4.289000034332275
2176,2011-04-05,4.230999946594238
2177,2011-04-06,4.145999908447266
2178,2011-04-07,4.057000160217285
2179,2011-04-08,4.040999889373779
2180,2011-04-11,4.107999801635742
2181,2011-04-12,4.0980000495910645
2182,2011-04-13,4.140999794006348
2183,2011-04-14,4.211999893188477
2184,2011-04-15,4.203999996185303
2185,2011-04-18,4.138000011444092
2186,2011-04-19,4.26200008392334
2187,2011-04-20,4.309999942779541
2188,2011-04-21,4.412000179290772
2189,2011-04-25,4.388999938964844
2190,2011-04-26,4.38700008392334
2191,2011-04-27,4.376999855041504
2192,2011-04-28,4.571000099182129
2193,2011-04-29,4.697999954223633
2194,2011-05-02,4.692999839782715
2195,2011-05-03,4.670000076293945
2196,2011-05-04,4.577000141143799
2197,2011-05-05,4.261000156402588
2198,2011-05-06,4.235000133514404
2199,2011-05-09,4.15399980545044
2200,2011-05-10,4.245999813079834
2201,2011-05-11,4.181000232696533
2202,2011-05-12,4.193999767303467
2203,2011-05-13,4.245999813079834
2204,2011-05-16,4.317999839782715
2205,2011-05-17,4.182000160217285
2206,2011-05-18,4.197999954223633
2207,2011-05-19,4.093999862670898
2208,2011-05-20,4.230000019073486
2209,2011-05-23,4.3460001945495605
2210,2011-05-24,4.34499979019165
2211,2011-05-25,4.379000186920166
2212,2011-05-26,4.326000213623047
2213,2011-05-27,4.51800012588501
2214,2011-05-31,4.665999889373779
2215,2011-06-01,4.629000186920166
2216,2011-06-02,4.794000148773193
2217,2011-06-03,4.706999778747559
2218,2011-06-06,4.827000141143799
2219,2011-06-07,4.830999851226807
2220,2011-06-08,4.8470001220703125
2221,2011-06-09,4.673999786376953
2222,2011-06-10,4.756999969482422
2223,2011-06-13,4.645999908447266
2224,2011-06-14,4.580999851226807
2225,2011-06-15,4.577000141143799
2226,2011-06-16,4.412000179290772
2227,2011-06-17,4.324999809265137
2228,2011-06-20,4.316999912261963
2229,2011-06-21,4.388000011444092
2230,2011-06-22,4.316999912261963
2231,2011-06-23,4.192999839782715
2232,2011-06-24,4.229000091552734
2233,2011-06-27,4.25600004196167
2234,2011-06-28,4.35699987411499
2235,2011-06-29,4.315000057220459
2236,2011-06-30,4.374000072479248
2237,2011-07-01,4.310999870300293
2238,2011-07-05,4.36299991607666
2239,2011-07-06,4.2170000076293945
2240,2011-07-07,4.132999897003174
2241,2011-07-08,4.204999923706055
2242,2011-07-11,4.288000106811523
2243,2011-07-12,4.333000183105469
2244,2011-07-13,4.402999877929688
2245,2011-07-14,4.377999782562256
2246,2011-07-15,4.546000003814697
2247,2011-07-18,4.546000003814697
2248,2011-07-19,4.5329999923706055
2249,2011-07-20,4.5
2250,2011-07-21,4.394999980926514
